资产负债表;;;;;;;;;;;;;;;;;;;;;;;;;
日期;2018-06;2018-03;2017-12;2017-09;2017-06;2017-03;2016-12;2016-09;2016-06;2016-03;2015-12;2015-09;2015-06;2015-03;2014-12;2014-09;2014-06;2014-03;2013-12;2013-09;2013-06;2013-03;2012-12;2012-09;2012-03
其他营运资金;-5.921e+09;1.9815e+10;2.8483e+10;-7.541e+09;-6.522e+09;3.544e+09;1.67e+08;-3.285e+09;-3.659e+09;3.789e+09;5.36e+08;-2.122e+09;-3.624e+09;1.1164e+10;4.56e+08;1.182e+09;-2.5e+08;5.7e+09;-1.215e+09;-1.309e+09;6.14e+08;5.755e+09;2.223e+09;7e+07;0
其他非现金项目;-2.59e+08;-1.4e+08;-1.1e+07;-2.4e+07;6.7e+07;6.5e+07;-2.74e+08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
其他资产与负债;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
其他经营活动;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
投资活动带来的净现金流;3.947e+09;2.871e+10;-1.359e+10;-9.942e+09;-3.18e+09;-1.4202e+10;-1.9122e+10;-7.397e+09;-4.47e+09;-1.366e+10;-2.045e+10;-1.375e+09;-1.1403e+10;-2.2331e+10;-2.1165e+10;2.997e+09;-2.2214e+10;1.1741e+10;-1.5103e+10;6.11e+08;-6.507e+09;-1.4357e+10;-1.3521e+10;-4.313e+09;0
固定资产投资;-3.267e+09;-4.195e+09;-2.81e+09;-3.865e+09;-2.277e+09;-2.975e+09;-3.334e+09;-3.977e+09;-2.809e+09;-2.336e+09;-3.612e+09;-3.618e+09;-2.043e+09;-2.369e+09;-3.217e+09;-3.826e+09;-2.378e+09;-1.382e+09;-1.985e+09;-1.955e+09;-1.885e+09;-2.008e+09;-2.317e+09;0;0
收购;-1.26e+08;-1.32e+08;-1.73e+08;-8.1e+07;-1.81e+08;-5e+07;-1.7e+07;-1.51e+08;-6e+06;-5.4e+07;-8.6e+07;-1.13e+08;-1.15e+08;-9.2e+07;-2.3e+07;-2.867e+09;-3.39e+08;-3.4e+07;-5.25e+08;-5.3e+07;-1.44e+08;-1.5e+07;-2.84e+08;0;0
并购和处置;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
财产和设备;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
购买投资资产;-9.472e+09;-7.177e+09;-4.1272e+10;-3.5705e+10;-2.396e+10;-4.5549e+10;-5.4272e+10;-3.0372e+10;-2.7202e+10;-3.8406e+10;-4.7836e+10;-2.8878e+10;-4.5001e+10;-4.7608e+10;-4.4915e+10;-5.6466e+10;-7.0302e+10;-4.1963e+10;-4.8397e+10;-2.5808e+10;-4.1518e+10;-4.3971e+10;-3.7192e+10;-3.0141e+10;0
债务/销售投资;1.7388e+10;3.9977e+10;3.0849e+10;3.0245e+10;2.3211e+10;3.4192e+10;3.8691e+10;2.6953e+10;2.5642e+10;2.7423e+10;3.1776e+10;3.1434e+10;3.5756e+10;2.7822e+10;2.6973e+10;6.6173e+10;5.0828e+10;5.5252e+10;3.5858e+10;2.875e+10;3.7266e+10;3.1969e+10;2.6462e+10;2.9321e+10;0
购买无形资产;0;0;-1.54e+08;-1.35e+08;-8.3e+07;-4e+07;-8.6e+07;-6.1e+07;-9.6e+07;-2.63e+08;-3.94e+08;-4e+07;-4.6e+07;-1.07e+08;-4.8e+07;-2.6e+07;-5.3e+07;-1.04e+08;-5.9e+07;-3.51e+08;-1.31e+08;-2.91e+08;-1.38e+08;-4e+07;0
其他投资活动;-5.76e+08;2.37e+08;-3e+07;-4.01e+08;1.1e+08;2.2e+08;-1.04e+08;2.11e+08;1e+06;-2.4e+07;-2.98e+08;-1.6e+08;4.6e+07;2.3e+07;6.5e+07;9e+06;3e+07;-2.8e+07;5e+06;2.8e+07;-9.5e+07;-4.1e+07;-5.2e+07;8e+06;0
融资活动带来的净现金流;-3.1523e+10;-2.6272e+10;-7.501e+09;-3.996e+09;-1.769e+09;4.65e+08;-1.2047e+10;-6.482e+09;-9.441e+09;6.884e+09;-1.1444e+10;-6.299e+09;-2.755e+09;-1.739e+09;-6.923e+09;-1.538e+10;5.987e+09;-2.0407e+10;-7.749e+09;-7.508e+09;-2.126e+09;-2.248e+09;-4.497e+09;0;0
融资活动带来的现金流;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
长期债券发行;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
长期债券偿还;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
债券发行;0;0;6.969e+09;6.937e+09;1.075e+10;0;0;0;0;0;0;0;9.98e+09;7.847e+09;3.485e+09;6.306e+09;0;0;0;0;0;0;0;0;0
债券偿还;-6e+09;0;0;0;0;0;0;0;0;0;0;0;0;-9.9e+07;-2.409e+09;0;0;0;0;0;0;0;0;0;0
普通股发行;1e+06;0;0;2.81e+08;1e+06;2.73e+08;0;2.48e+08;0;2.46e+08;1e+06;2.19e+08;1.5e+07;2.29e+08;8e+07;2.95e+08;9.4e+07;2.07e+08;1.34e+08;1.95e+08;6e+07;1.99e+08;7.6e+07;2.32e+08;0
普通股回购;-2.0783e+10;-2.2756e+10;-1.0095e+10;-7.795e+09;-7.093e+09;-7.161e+09;-1.0851e+10;-6.026e+09;-1.0166e+10;-6.667e+09;-6.863e+09;-1.3253e+10;-1e+10;-6.97e+09;-5.03e+09;-1.7e+10;-5e+09;-1.7971e+10;-5.029e+09;-4.91e+09;-1.6e+10;0;-1.95e+09;0;0
库存股回购;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
短期借款变化;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
