资产负债表;;;;;;;;;;;;;;;;;;;;;;;;;
日期;2018-06;2018-03;2017-12;2017-09;2017-06;2017-03;2016-12;2016-09;2016-06;2016-03;2015-12;2015-09;2015-06;2015-03;2014-12;2014-09;2014-06;2014-03;2013-12;2013-09;2013-06;2013-03;2012-12;2012-09;2012-06
净现金变化;3.95e+08;9.85e+08;-1.436e+09;1.93e+08;-1.471e+09;1.461e+09;5.01e+08;-1.159e+09;8.5e+08;-1.08e+09;5.42e+08;-5.7e+08;1.07e+08;2.2e+08;9.05e+08;-9.68e+08;5.44e+08;6.79e+08;1.31e+08;-3.84e+08;6.1e+08;-8.255e+09;5.883e+09;1.475e+09;0
营运现金流量;3.847e+09;1.983e+09;6.742e+09;4.887e+09;3.252e+09;1.589e+09;5.972e+09;4.699e+09;3.579e+09;1.651e+09;4.713e+09;5.024e+09;4.09e+09;6.85e+08;5.398e+09;4.463e+09;4.087e+09;2.935e+09;5.786e+09;5.908e+09;3.83e+09;2.241e+09;5.256e+09;5.003e+09;0
资本支出;-4.56e+08;-3.86e+08;-7.73e+08;-5.97e+08;-4.89e+08;-3.58e+08;-7.69e+08;-4.32e+08;-4.97e+08;-3.01e+08;-6.62e+08;-3.25e+08;-2.63e+08;-2.46e+08;-3.96e+08;-5.61e+08;-3.28e+08;-2.98e+08;-6.76e+08;-2.78e+08;-3.09e+08;-2.02e+08;-4.94e+08;-2.85e+08;0
自由现金流;3.391e+09;1.597e+09;5.969e+09;4.29e+09;2.763e+09;1.231e+09;5.203e+09;4.267e+09;3.082e+09;1.35e+09;4.051e+09;4.699e+09;3.827e+09;4.39e+08;5.002e+09;3.902e+09;3.759e+09;2.637e+09;5.11e+09;5.63e+09;3.521e+09;2.039e+09;4.762e+09;4.718e+09;0
期初现金流;2.416e+09;1.431e+09;2.779e+09;2.585e+09;4.057e+09;2.595e+09;2.094e+09;3.411e+09;2.561e+09;3.641e+09;3.099e+09;3.67e+09;3.563e+09;3.343e+09;2.437e+09;3.406e+09;2.862e+09;2.183e+09;2.052e+09;2.436e+09;2.134e+09;1.0389e+10;4.506e+09;3.031e+09;0
期末现金流;2.811e+09;2.416e+09;1.343e+09;2.778e+09;2.586e+09;4.056e+09;2.595e+09;2.252e+09;3.411e+09;2.561e+09;3.641e+09;3.1e+09;3.67e+09;3.563e+09;3.342e+09;2.438e+09;3.406e+09;2.862e+09;2.183e+09;2.052e+09;2.744e+09;2.134e+09;1.0389e+10;4.506e+09;0
;;;;;;;;;;;;;;;;;;;;;;;;;
利润表;;;;;;;;;;;;;;;;;;;;;;;;;
总收入;1.3466e+10;1.2906e+10;1.3703e+10;1.3168e+10;1.2896e+10;1.2779e+10;1.3628e+10;1.3045e+10;1.3147e+10;1.3005e+10;1.4047e+10;1.2087e+10;1.1853e+10;1.0864e+10;1.3118e+10;1.2361e+10;1.2773e+10;1.1353e+10;1.3558e+10;1.2643e+10;1.2973e+10;1.35e+10;1.5068e+10;1.3976e+10;1.3968e+10
毛利;1.055e+10;1.0343e+10;1.0443e+10;1.0321e+10;1.0233e+10;1.0309e+10;1.041e+10;9.96e+09;9.973e+09;1.0154e+10;1.0637e+10;9.868e+09;9.673e+09;9.026e+09;1.0416e+10;9.993e+09;1.0311e+10;9.308e+09;1.0764e+10;1.0356e+10;1.0731e+10;1.0848e+10;1.1896e+10;1.1311e+10;1.1592e+10
成本;2.916e+09;2.563e+09;3.26e+09;2.847e+09;2.663e+09;2.47e+09;3.218e+09;3.085e+09;3.174e+09;2.851e+09;3.41e+09;2.219e+09;2.18e+09;1.838e+09;2.702e+09;2.368e+09;2.462e+09;2.045e+09;2.794e+09;2.287e+09;2.242e+09;2.652e+09;3.172e+09;2.665e+09;0
其他资产;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
利息支出;3.26e+08;3.1e+08;3.3e+08;3.2e+08;3.12e+08;3.09e+08;2.97e+08;2.91e+08;2.92e+08;3.06e+08;3.35e+08;2.78e+08;0;0;0;0;3.43e+08;3.21e+08;3.47e+08;3.4e+08;3.56e+08;3.91e+08;3.73e+08;3.82e+08;0
其他利息收入;;;;;;;;;;;;;;;;;;;;;;;;;
佣金及费用支出;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
证券投资收益（亏损）;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
保险收益（费用）;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
其他收益;0;0;-1e+06;0;1e+06;0;2e+06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
收入，净利息费用;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
净利息收入;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
营业成本总额;6.53e+09;6.351e+09;8.049e+09;6.536e+09;6.413e+09;6.202e+09;8.057e+09;6.408e+09;6.18e+09;6.122e+09;8.801e+09;6.51e+09;6.134e+09;5.944e+09;7.604e+09;6.405e+09;6.069e+09;6.232e+09;6.692e+09;6.783e+09;6.444e+09;6.757e+09;1.3009e+10;7.358e+09;0
开发费用;1.797e+09;1.743e+09;2.311e+09;1.859e+09;1.78e+09;1.708e+09;2.512e+09;1.881e+09;1.748e+09;1.731e+09;2.348e+09;1.722e+09;1.734e+09;1.885e+09;3.209e+09;1.802e+09;1.759e+09;1.623e+09;1.811e+09;1.627e+09;1.53e+09;1.8e+09;2.136e+09;1.981e+09;0
销售、管理及行政费用;3.542e+09;3.412e+09;4.551e+09;3.5e+09;3.425e+09;3.308e+09;4.423e+09;3.559e+09;3.471e+09;3.385e+09;5.048e+09;3.27e+09;3.386e+09;3.104e+09;3.981e+09;3.556e+09;3.52e+09;3.04e+09;4.152e+09;3.395e+09;3.591e+09;3.585e+09;4.815e+09;3.847e+09;0
其他营业费用;1.147e+09;1.153e+09;1.077e+09;1.028e+09;1.138e+09;1.029e+09;3.86e+08;9.68e+08;9.61e+08;1.006e+09;9.8e+08;9.37e+08;9.28e+08;8.95e+08;2.84e+08;1.066e+09;7.09e+08;1.511e+09;9.4e+07;1.528e+09;1.14e+09;1.234e+09;5.267e+09;1.228e+09;0
薪酬福利支出;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
折旧及摊销;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
一次性费用;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
电信及设备费用;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
资产摊销费用;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
其他特殊费用;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
营业收入;4.02e+09;3.992e+09;2.394e+09;3.785e+09;3.82e+09;4.107e+09;2.353e+09;3.552e+09;3.793e+09;4.032e+09;1.836e+09;3.358e+09;3.539e+09;3.082e+09;2.812e+09;3.588e+09;4.242e+09;3.076e+09;4.072e+09;3.573e+09;4.287e+09;4.091e+09;-1.113e+09;3.953e+09;0
营业外收入;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
税前可持续业务收益（亏损）;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
备付税;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
其他收入（支出）;8.33e+08;4.45e+08;-1.11e+09;1.2e+08;3.07e+08;1.53e+08;-1.28e+09;-1.657e+09;-1.091e+09;-1.65e+08;-1.855e+09;-3.83e+08;0;0;-1.009e+09;-1e+06;1.04e+08;9.2e+07;-6.64e+08;3.4e+08;1.426e+09;2.21e+08;3.656e+09;-5.8e+08;0
非持续经营收益;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
营业外收入总额;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
税前利润;4.527e+09;4.127e+09;9.54e+08;3.585e+09;3.815e+09;3.951e+09;7.76e+08;1.604e+09;2.41e+09;3.561e+09;-3.54e+08;2.697e+09;3.539e+09;3.082e+09;1.803e+09;3.587e+09;4.003e+09;2.847e+09;3.061e+09;3.573e+09;5.357e+09;3.921e+09;2.17e+09;2.991e+09;0
所得税前利润;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
所得税;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
所得税费用;6.48e+08;5.56e+08;-1.1336e+10;7.27e+08;7.39e+08;8.21e+08;-7.1e+07;2.84e+08;3.75e+08;5.35e+08;-1.88e+08;5.67e+08;9.04e+08;7.06e+08;5.45e+08;9.11e+08;1.082e+09;5.82e+08;4.3e+08;9.85e+08;1.782e+09;1.16e+09;6.8e+08;-1.19e+08;0
持续经营收益;3.879e+09;3.571e+09;1.2289e+10;2.858e+09;3.077e+09;3.13e+09;8.49e+08;1.32e+09;2.035e+09;3.026e+09;-1.66e+08;2.13e+09;2.635e+09;2.376e+09;1.258e+09;2.676e+09;2.921e+09;2.265e+09;2.631e+09;2.588e+09;3.575e+09;2.761e+09;1.49e+09;3.11e+09;0
优先股利;1e+06;0;0;1e+06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
净利润;3.872e+09;3.561e+09;1.2274e+10;2.84e+09;3.073e+09;3.121e+09;8.6e+08;1.32e+09;2.019e+09;3.016e+09;-1.72e+08;2.13e+09;2.626e+09;2.376e+09;1.228e+09;2.666e+09;2.912e+09;2.329e+09;2.568e+09;2.59e+09;1.4095e+10;2.75e+09;6.315e+09;3.208e+09;3.253e+09
归属于股东的净利润;3.871e+09;3.561e+09;1.2274e+10;2.839e+09;3.073e+09;3.121e+09;8.6e+08;1.32e+09;2.019e+09;3.016e+09;-1.72e+08;2.13e+09;2.626e+09;2.376e+09;1.228e+09;2.666e+09;2.912e+09;2.329e+09;2.568e+09;2.59e+09;1.4095e+10;2.75e+09;6.315e+09;3.208e+09;0
基本每股收益;0.66;0.6;2.06;0.48;0.52;0.52;0.14;0.22;0.33;0.49;-0.02;0.35;0.43;0.38;0.2;0.42;0.46;0.36;0.4;0.39;2;0.38;0.86;0.43;0
摊薄每股收益;0.65;0.59;2.03;0.47;0.51;0.51;0.14;0.21;0.33;0.49;-0.03;0.34;0.42;0.38;0.19;0.42;0.45;0.36;0.39;0.39;1.98;0.38;0.86;0.43;0.43
基本加权平均股数;5.866e+09;5.957e+09;5.964e+09;5.951e+09;5.958e+09;6.006e+09;6.071e+09;6.066e+09;6.068e+09;6.15e+09;6.176e+09;6.168e+09;6.159e+09;6.203e+09;6.295e+09;6.33e+09;6.368e+09;6.389e+09;6.438e+09;6.581e+09;7.042e+09;7.187e+09;7.319e+09;7.436e+09;0
摊薄加权平均股数;5.952e+09;6.057e+09;6.061e+09;6.041e+09;6.037e+09;6.092e+09;6.144e+09;6.138e+09;6.137e+09;6.214e+09;6.251e+09;6.243e+09;6.243e+09;6.292e+09;6.373e+09;6.403e+09;6.444e+09;6.476e+09;6.532e+09;6.656e+09;7.117e+09;7.269e+09;7.382e+09;7.508e+09;0
息税折旧摊销前利润;6.415e+09;6.004e+09;2.858e+09;5.471e+09;5.701e+09;5.815e+09;2.622e+09;3.291e+09;4.089e+09;5.292e+09;1.405e+09;4.247e+09;4.74e+09;4.342e+09;4.494e+09;4.914e+09;5.77e+09;4.624e+09;5e+09;5.434e+09;7.236e+09;6.086e+09;4.438e+09;4.601e+09;0
