资产负债表;;;;;;;;;;;;;;;;;;;;;;;;;
日期;2018-06;2018-03;2017-12;2017-09;2017-06;2017-03;2016-12;2016-09;2016-06;2016-03;2015-12;2015-09;2015-06;2015-03;2014-12;2014-09;2014-06;2014-03;2013-12;2013-09;2013-06;2013-03;2012-12;2012-09;2012-06
股息支付;0;0;-3.155e+09;-1.581e+09;-1.584e+09;0;-3.015e+09;-1.1e+07;-1.512e+09;-1.505e+09;-1.428e+09;-1.436e+09;-1.436e+09;-1.441e+09;-2.67e+09;-1.338e+09;-1.342e+09;0;-2.475e+09;-1.245e+09;-1.249e+09;0;-2.291e+09;-1.149e+09;0
其他金融活动;-1.633e+09;-3.2e+07;-8.7e+07;-2.7e+07;2.1e+07;-3.6e+07;-1.19e+08;1.13e+08;-4.8e+07;1.33e+08;2.1e+07;1.15e+08;9.4e+07;2.1e+07;4.6e+07;2.9e+07;3.2e+07;-4.7e+08;-5.3e+07;-1.7e+07;6.6e+07;2.1e+07;-7e+06;5.2e+07;0
汇率变动的影响;-2.04e+08;9.5e+07;-6.8e+07;1.11e+08;-4e+06;2.03e+08;-2.37e+08;-7e+06;1.5e+08;8.8e+07;-1.04e+08;-3.89e+08;-5.3e+07;-3.32e+08;-3.79e+08;-3.55e+08;1.41e+08;-3.41e+08;5.9e+07;-2.5e+08;-4.45e+08;2.5e+07;-2.5e+07;2e+06;0
净现金变化;-3.79e+08;2.375e+09;-6.522e+09;8.1e+08;-4.02e+08;3.565e+09;-2.592e+09;1.5e+09;8.99e+08;1.439e+09;-2.674e+09;1.178e+09;5.94e+08;-7.47e+08;-2.126e+09;-5.34e+08;2.487e+09;-1.283e+09;-7.04e+08;1.712e+09;2.44e+08;7.2e+08;-1.173e+09;2.78e+08;0
营运现金流量;2.027e+09;6.59e+08;1.188e+09;2.527e+09;2.603e+09;7.88e+08;2.073e+09;2.903e+09;3.216e+09;6.04e+08;2.138e+09;3.272e+09;3.544e+09;1.574e+09;2.636e+09;3.509e+09;3.404e+09;1.066e+09;2.83e+09;3.756e+09;3.478e+09;4.78e+08;2.805e+09;3.662e+09;0
资本支出;-3.38e+08;-2.74e+08;-4.81e+08;-3.62e+08;-3.9e+08;-4.42e+08;-7.01e+08;-4.76e+08;-5.49e+08;-5.36e+08;-8.83e+08;-5.56e+08;-5.98e+08;-5.16e+08;-7.88e+08;-5.88e+08;-5.81e+08;-4.49e+08;-9.25e+08;-5.56e+08;-5.71e+08;-4.98e+08;-8.09e+08;-6.66e+08;0
自由现金流;1.689e+09;3.85e+08;7.07e+08;2.165e+09;2.213e+09;3.46e+08;1.372e+09;2.427e+09;2.667e+09;6.8e+07;1.255e+09;2.716e+09;2.946e+09;1.058e+09;1.848e+09;2.921e+09;2.823e+09;6.17e+08;1.905e+09;3.2e+09;2.907e+09;-2e+07;1.996e+09;2.996e+09;0
期初现金流;8.748e+09;6.373e+09;1.2528e+10;1.1718e+10;1.212e+10;8.555e+09;1.1147e+10;9.647e+09;8.748e+09;7.309e+09;9.983e+09;8.805e+09;8.211e+09;8.958e+09;1.1084e+10;1.1618e+10;9.131e+09;1.0414e+10;1.1118e+10;9.406e+09;9.162e+09;8.442e+09;9.615e+09;9.337e+09;0
期末现金流;8.369e+09;8.748e+09;6.006e+09;1.2528e+10;1.1718e+10;1.212e+10;8.555e+09;1.1147e+10;9.647e+09;8.748e+09;7.309e+09;9.983e+09;8.805e+09;8.211e+09;8.958e+09;1.1084e+10;1.1618e+10;9.131e+09;1.0414e+10;1.1118e+10;9.406e+09;9.162e+09;8.442e+09;9.615e+09;0
;;;;;;;;;;;;;;;;;;;;;;;;;
利润表;;;;;;;;;;;;;;;;;;;;;;;;;
总收入;8.927e+09;7.626e+09;7.512e+09;9.078e+09;9.702e+09;9.118e+09;9.409e+09;1.0633e+10;1.1539e+10;1.0282e+10;1e+10;1.1427e+10;1.2156e+10;1.0711e+10;1.0872e+10;1.1976e+10;1.2574e+10;1.0576e+10;1.104e+10;1.203e+10;1.2749e+10;1.1035e+10;1.1455e+10;1.234e+10;1.3085e+10
毛利;5.675e+09;4.888e+09;4.823e+09;5.683e+09;6.043e+09;5.605e+09;5.615e+09;6.502e+09;7.068e+09;6.213e+09;5.946e+09;6.85e+09;7.408e+09;6.608e+09;6.515e+09;7.346e+09;7.755e+09;6.493e+09;6.725e+09;7.237e+09;7.76e+09;6.711e+09;6.827e+09;7.487e+09;7.861e+09
成本;3.252e+09;2.738e+09;2.689e+09;3.395e+09;3.659e+09;3.513e+09;3.794e+09;4.131e+09;4.471e+09;4.069e+09;4.054e+09;4.577e+09;4.748e+09;4.103e+09;4.357e+09;4.63e+09;4.819e+09;4.083e+09;4.315e+09;4.793e+09;4.989e+09;4.324e+09;4.628e+09;4.853e+09;0
其他资产;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
利息支出;2.41e+08;2.3e+08;2.1e+08;2.08e+08;2.31e+08;1.92e+08;2.48e+08;1.82e+08;1.62e+08;1.41e+08;1.43e+08;1.38e+08;1.28e+08;4.47e+08;1.39e+08;1.13e+08;1.07e+08;1.24e+08;1.49e+08;9e+07;1.22e+08;1.02e+08;9.5e+07;1.02e+08;0
其他利息收入;;;;;;;;;;;;;;;;;;;;;;;;;
佣金及费用支出;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
证券投资收益（亏损）;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
保险收益（费用）;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
其他收益;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
收入，净利息费用;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
净利息收入;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
营业成本总额;2.948e+09;3.077e+09;1.576e+09;3.563e+09;3.965e+09;3.623e+09;4.26e+09;4.231e+09;4.209e+09;4.072e+09;4.428e+09;4.471e+09;4.873e+09;4.312e+09;5.064e+09;4.635e+09;4.585e+09;4.117e+09;4.62e+09;4.765e+09;4.517e+09;4.303e+09;4.644e+09;4.694e+09;0
开发费用;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
销售、管理及行政费用;2.723e+09;2.541e+09;2.836e+09;3.203e+09;3.142e+09;3.315e+09;3.58e+09;2.482e+09;2.407e+09;2.368e+09;-2.253e+09;4.207e+09;2.717e+09;4.079e+09;4.338e+09;4.507e+09;4.384e+09;2.819e+09;8.1e+09;3.132e+09;3.089e+09;2.989e+09;4.43e+09;4.63e+09;0
其他营业费用;2.25e+08;5.36e+08;-1.26e+09;3.6e+08;8.23e+08;3.08e+08;6.8e+08;1.749e+09;1.802e+09;1.704e+09;6.681e+09;2.64e+08;2.156e+09;2.33e+08;7.26e+08;1.28e+08;2.01e+08;1.298e+09;-3.48e+09;1.633e+09;1.428e+09;1.314e+09;2.14e+08;6.4e+07;0
薪酬福利支出;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
折旧及摊销;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
一次性费用;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
电信及设备费用;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
资产摊销费用;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
其他特殊费用;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
营业收入;2.727e+09;1.811e+09;3.247e+09;2.12e+09;2.078e+09;1.982e+09;1.355e+09;2.271e+09;2.859e+09;2.141e+09;1.518e+09;2.379e+09;2.535e+09;2.296e+09;1.451e+09;2.711e+09;3.17e+09;2.376e+09;2.105e+09;2.472e+09;3.243e+09;2.408e+09;2.183e+09;2.793e+09;0
营业外收入;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
税前可持续业务收益（亏损）;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
备付税;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
其他收入（支出）;3.97e+08;2.52e+08;-2.1e+09;-2.38e+08;7.77e+08;-2.83e+08;-5.92e+08;-6.61e+08;1.602e+09;-1.06e+08;1.63e+08;-5.16e+08;1.954e+09;1.32e+08;-2.36e+08;6.2e+07;3.21e+08;-4.7e+07;2.72e+08;9.98e+08;4.04e+08;3.8e+07;2.89e+08;3.93e+08;0
非持续经营收益;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
营业外收入总额;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
税前利润;2.883e+09;1.833e+09;9.37e+08;1.674e+09;2.624e+09;1.507e+09;5.15e+08;1.428e+09;4.299e+09;1.894e+09;1.538e+09;1.725e+09;4.361e+09;1.981e+09;1.076e+09;2.66e+09;3.384e+09;2.205e+09;2.228e+09;3.38e+09;3.525e+09;2.344e+09;2.377e+09;3.084e+09;0
所得税前利润;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
所得税;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
所得税费用;5.94e+08;5.06e+08;3.755e+09;2.3e+08;1.252e+09;3.23e+08;-3.2e+07;3.78e+08;8.39e+08;4.01e+08;3.02e+08;2.72e+08;1.25e+09;4.15e+08;3.05e+08;5.38e+08;7.79e+08;5.79e+08;5.2e+08;9.25e+08;8.31e+08;5.75e+08;4.87e+08;7.55e+08;0
持续经营收益;2.289e+09;1.327e+09;-2.818e+09;1.444e+09;1.372e+09;1.184e+09;5.47e+08;1.05e+09;3.46e+09;1.493e+09;1.236e+09;1.453e+09;3.111e+09;1.566e+09;7.71e+08;2.122e+09;2.605e+09;1.626e+09;1.708e+09;2.455e+09;2.694e+09;1.769e+09;1.89e+09;2.329e+09;0
优先股利;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
净利润;2.316e+09;1.368e+09;-2.752e+09;1.447e+09;1.371e+09;1.182e+09;5.5e+08;1.046e+09;3.448e+09;1.483e+09;1.237e+09;1.449e+09;3.108e+09;1.557e+09;7.7e+08;2.114e+09;2.595e+09;1.619e+09;1.71e+09;2.447e+09;2.676e+09;1.751e+09;1.866e+09;2.311e+09;2.788e+09
归属于股东的净利润;2.316e+09;1.368e+09;-2.752e+09;1.447e+09;1.371e+09;1.182e+09;5.5e+08;1.046e+09;3.448e+09;1.483e+09;1.237e+09;1.449e+09;3.108e+09;1.557e+09;7.7e+08;2.114e+09;2.595e+09;1.619e+09;1.71e+09;2.447e+09;2.676e+09;1.751e+09;1.866e+09;2.311e+09;0
基本每股收益;0.54;0.32;-0.65;0.34;0.32;0.28;0.13;0.24;0.8;0.34;0.29;0.33;0.71;0.36;0.18;0.48;0.59;0.37;0.39;0.55;0.6;0.39;0.42;0.51;0
摊薄每股收益;0.54;0.32;-0.65;0.33;0.32;0.27;0.12;0.24;0.79;0.34;0.28;0.33;0.71;0.35;0.17;0.48;0.58;0.36;0.38;0.54;0.59;0.39;0.41;0.5;0.61
基本加权平均股数;4.255e+09;4.265e+09;4.263e+09;4.266e+09;4.273e+09;4.287e+09;4.302e+09;4.315e+09;4.323e+09;4.328e+09;4.337e+09;4.349e+09;4.355e+09;4.365e+09;4.372e+09;4.383e+09;4.391e+09;4.401e+09;4.41e+09;4.426e+09;4.446e+09;4.455e+09;4.477e+09;4.502e+09;0
摊薄加权平均股数;4.29e+09;4.306e+09;4.315e+09;4.32e+09;4.327e+09;4.334e+09;4.346e+09;4.364e+09;4.377e+09;4.382e+09;4.39e+09;4.399e+09;4.408e+09;4.422e+09;4.438e+09;4.445e+09;4.454e+09;4.464e+09;4.482e+09;4.498e+09;4.527e+09;4.53e+09;4.557e+09;4.587e+09;0
息税折旧摊销前利润;3.407e+09;2.333e+09;1.481e+09;2.179e+09;3.156e+09;2.027e+09;1.227e+09;2.03e+09;4.906e+09;2.493e+09;2.208e+09;2.345e+09;4.977e+09;2.901e+09;1.714e+09;3.283e+09;3.985e+09;2.802e+09;2.91e+09;3.967e+09;4.121e+09;2.919e+09;2.985e+09;2.793e+09;0
