zichanfuzhai
,2018年中报,2018年一季报,2017年年报,2016年年报

截止日期,2018-06-30,2018-03-31,2017-12-31,2016-12-31
报表类型,合并报表,合并报表,合并报表,合并报表
报表年结日,1231,1231,1231,1231
上市前/上市后,上市前,上市前,上市前,上市前
原始币种,人民币,人民币,人民币,人民币
流动资产,,,,
现金及现金等价物(元),14895348000.00,14248411000.00,11788428000.00,9670476000.00
受限制存款及现金(元),4587069000.00,1678153000.00,2711119000.00,633964000.00
以公允价值计量且其变动计入当期损益的金融资产流动(元),7900902000.00,2644754000.00,4488076000.00,3437537000.00
应收账款及票据(元),15907967000.00,6045241000.00,5469507000.00,2089518000.00
预付款项、按金及其他应收款项流动(元),15289506000.00,12090162000.00,11393910000.00,4748418000.00
存货(元),21740309000.00,15136731000.00,16342928000.00,8378342000.00
流动资产其他项目(元),-,9185244000.00,8944493000.00,1678063000.00
流动资产合计(元),80321101000.00,61028696000.00,61138461000.00,30636318000.00
非流动资产,,,,
物业、厂房及设备(元),2394155000.00,2099305000.00,1730872000.00,848377000.00
土地使用权(元),3377517000.00,3396938000.00,3416359000.00,3494041000.00
商誉及无形资产(元),2176439000.00,2246404000.00,2274352000.00,1120133000.00
无形资产(元),2176439000.00,2246404000.00,2274352000.00,1120133000.00
以公允价值计量且其变动计入当期损益的金融资产非流动(元),16229340000.00,19919203000.00,18856961000.00,12349198000.00
递延税项资产(元),946928000.00,606534000.00,591576000.00,446303000.00
非流动资产其他项目(元),7627414000.00,2796520000.00,1861180000.00,1871231000.00
非流动资产合计(元),32751793000.00,31064904000.00,28731300000.00,20129283000.00
资产总额(元),113072894000.00,92093600000.00,89869761000.00,50765601000.00
流动负债,,,,
短期借款(元),7950151000.00,5806972000.00,3550801000.00,3768500000.00
应付账款及票据(元),44966287000.00,29491076000.00,34003331000.00,17577702000.00
其他应付款项及应计费用(元),4624944000.00,3201447000.00,4223979000.00,1876267000.00
应付税项(元),-,525967000.00,421113000.00,257558000.00
递延收入流动(元),3771828000.00,4382266000.00,3390650000.00,1836174000.00
流动负债其他项目(元),2983026000.00,1881911000.00,1542797000.00,747061000.00
流动负债合计(元),64296236000.00,45289639000.00,47132671000.00,26063262000.00
流动资产净值(元),16024865000.00,15739057000.00,14005790000.00,4573056000.00
总资产减流动负债(元),48776658000.00,46803961000.00,42737090000.00,24702339000.00
非流动负债,,,,
长期借款(元),4601862000.00,8249878000.00,7251312000.00,390000000.00
递延税项负债(元),1043484000.00,980870000.00,1018651000.00,458289000.00
非流动负债其他项目(元),153468863000.00,165564274000.00,161677818000.00,115911925000.00
非流动负债合计(元),159114209000.00,174795022000.00,169947781000.00,116760214000.00
负债总额(元),223410445000.00,220084661000.00,217080452000.00,142823476000.00
股东权益,,,,
股本(元),161000.00,150000.00,150000.00,150000.00
储备(元),-110431652000.00,-127992149000.00,-127272511000.00,-92191820000.00
其他储备(元),-110431652000.00,-127992149000.00,-127272511000.00,-92191820000.00
归属于母公司股东权益(元),-110431491000.00,-127991999000.00,-127272361000.00,-92191670000.00
非控股权益(元),93940000.00,938000.00,61670000.00,133795000.00
股东权益合计(元),-110337551000.00,-127991061000.00,-127210691000.00,-92057875000.00
负债及股东权益合计(元),113072894000.00,92093600000.00,89869761000.00,50765601000.00
公告日期,2018-08-22,2018-06-21,2018-05-03,2018-05-03
会计准则,国际会计准则,国际会计准则,国际会计准则,国际会计准则
审计意见,-,-,-,-
核数师,-,-,-,-
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)

xianjinliuliang
,2018年中报,2018年一季报,2017年年报,2017年中报,2017年一季报,2016年年报

起始日期,2018-01-01,2018-01-01,2017-01-01,2017-01-01,2017-01-01,2016-01-01
截止日期,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2017-03-31,2016-12-31
报表类型,合并报表,合并报表,合并报表,合并报表,合并报表,合并报表
报表年结日,1231,1231,1231,1231,1231,1231
上市前/上市后,上市前,上市前,上市前,上市前,上市前,上市前
原始币种,人民币,人民币,人民币,人民币,人民币,人民币
经营活动产生的现金流量,,,,,,
除税前利润(元),-,-6689052000.00,-41829352000.00,-,-7522103000.00,1175509000.00
资产减值准备(元),-,388076000.00,927995000.00,-,86781000.00,728948000.00
折旧与摊销(元),-,183458000.00,360956000.00,-,73720000.00,240031000.00
出售物业、厂房及设备的亏损收益(元),-,-504000.00,-513000.00,-,-470000.00,-11170000.00
投资亏损收益(元),-,-73905000.00,-183715000.00,-,49821000.00,-51063000.00
重估盈余(元),-,8150821000.00,47508497000.00,-,8284775000.00,-114418000.00
利息支出(元),-,71185000.00,215734000.00,-,39647000.00,175479000.00
利息收入(元),-,-89019000.00,-242518000.00,-,-27526000.00,-89233000.00
存货的减少增加(元),-,913739000.00,-8617146000.00,-,-1062089000.00,-15204000.00
应收帐款减少增加(元),-,-571564000.00,-3396954000.00,-,-1058867000.00,-628852000.00
应付帐款增加减少(元),-,-4280019000.00,15476486000.00,-,1152468000.00,3352162000.00
经营资金变动其他项目(元),-,1766901000.00,-6679028000.00,-,-632877000.00,-54694000.00
经营活动产生的现金(元),-,-987888000.00,527321000.00,-,-1134445000.00,4714517000.00
已付税项(元),-,-289794000.00,-1522990000.00,-,-112251000.00,-183253000.00
经营活动产生的现金流量净额其他项目(元),6121543000.00,-,-,1938638000.00,-,-
经营活动产生的现金流量净额(元),6121543000.00,-1277682000.00,-995669000.00,1938638000.00,-1246696000.00,4531264000.00
投资活动产生的现金流量,,,,,,
出售物业、厂房及设备收到的现金(元),-,645000.00,1531000.00,-,472000.00,49855000.00
购买无形资产及其他资产支付的现金(元),-,-706042000.00,-1217806000.00,-,-178284000.00,-1826245000.00
购买证券投资所支付的现金(元),-,-29575796000.00,-115894726000.00,-,-13831156000.00,-55971490000.00
出售证券投资所收到的现金(元),-,30641373000.00,113832257000.00,-,16294893000.00,53502171000.00
已收利息及股息投资(元),-,107515000.00,407602000.00,-,28153000.00,211238000.00
投资活动产生的现金流量净额其他项目(元),-3825729000.00,-1419132000.00,-2242184000.00,-1817334000.00,-10789000.00,-3353286000.00
投资活动产生的现金流量净额(元),-3825729000.00,460647000.00,-2677714000.00,-1817334000.00,2659857000.00,-3735267000.00
融资活动产生的现金流量,,,,,,
新增借款(元),-,3913362000.00,11174861000.00,-,1664000000.00,740000000.00
偿还借款(元),-,-521286000.00,-4531248000.00,-,-300000000.00,-50000000.00
发行股份(元),-,-,67573000.00,-,-,-
已付利息融资(元),-,-34600000.00,-207384000.00,-,-26856000.00,-137811000.00
融资活动产生的现金流量净额其他项目(元),1193182000.00,-20000000.00,-288872000.00,2967113000.00,-,-624330000.00
融资活动产生的现金流量净额(元),1193182000.00,3337476000.00,6214930000.00,2967113000.00,1337144000.00,-72141000.00
现金及现金等价物净增加额(元),3488996000.00,2520441000.00,2541547000.00,3088417000.00,2750305000.00,723856000.00
现金及现金等价物的期初余额(元),11563282000.00,11563282000.00,9230320000.00,9230320000.00,9230320000.00,8394078000.00
