zichanfuzhai
,2018年中报,2018年一季报,2017年年报,2017年三季报,2017年中报,2017年一季报,2016年年报,2016年三季报,2016年中报,2016年一季报,2015年年报,2015年三季报,2015年中报,2015年一季报

截止日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31
报表类型,合并报表,合并报表,合并报表,合并报表,合并报表,合并报表,合并报表,合并报表,合并报表,合并报表,合并报表,合并报表,合并报表,合并报表
报表年结日,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231
原始币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
上市前/上市后,上市后,上市后,上市后,上市后,上市后,上市后,上市后,上市后,上市后,上市后,上市后,上市后,上市后,上市后
流动资产：,,,,,,,,,,,,,,
现金及现金等价物(元),35233948000.00,35203966000.00,25688327000.00,21610621000.00,27854975000.00,23624192000.00,19771695000.00,24834595000.00,36381637000.00,31054994000.00,17863868000.00,21321581000.00,17536783000.00,14680367000.00
受限制存款及现金流动(元),4790145000.00,2733080000.00,4110210000.00,4120373000.00,5458119000.00,6218778000.00,4391955000.00,3829218000.00,3665741000.00,3425025000.00,2114913000.00,1809527000.00,1376508000.00,392699000.00
应收账款及票据(元),17190336000.00,16053145000.00,16359147000.00,18307832000.00,19790932000.00,18076924000.00,17464408000.00,14763482000.00,14166681000.00,10990484000.00,9508284000.00,6672702000.00,5405337000.00,3028142000.00
应收关联方款项(元),8609031000.00,3596631000.00,10796561000.00,18731802000.00,25211369000.00,1220320000.00,1410050000.00,1403029000.00,1267540000.00,1174536000.00,863516000.00,771921000.00,829995000.00,447401000.00
预付款项及其他应收款流动(元),9811070000.00,7300731000.00,7786176000.00,8508953000.00,8737908000.00,20515996000.00,16320557000.00,13458644000.00,9355173000.00,4577366000.00,4797487000.00,4365135000.00,3305603000.00,3211296000.00
存货(元),43402631000.00,36164002000.00,41700379000.00,36310132000.00,31149391000.00,26860550000.00,28909438000.00,22602658000.00,23989777000.00,20393161000.00,20539543000.00,17039916000.00,17701651000.00,12960750000.00
短期投资(元),12752469000.00,11944140000.00,8587852000.00,16058826000.00,12739796000.00,21245928000.00,18663995000.00,12330093000.00,3350110000.00,52157000.00,2780482000.00,249772000.00,6272108000.00,11679556000.00
流动资产合计(元),131789630000.00,112995695000.00,115028652000.00,123648539000.00,130942490000.00,117762688000.00,106932098000.00,93221719000.00,92176659000.00,71667723000.00,58468093000.00,52230554000.00,52427985000.00,46400211000.00
非流动资产：,,,,,,,,,,,,,,
物业、厂房及设备(元),16045853000.00,13656542000.00,12574178000.00,9972630000.00,8609000000.00,7319199000.00,7397029000.00,7075552000.00,7215844000.00,6742660000.00,6233106000.00,5425789000.00,3184132000.00,2507086000.00
在建工程(元),4844185000.00,3460934000.00,3196516000.00,2856806000.00,2170190000.00,2187932000.00,1992123000.00,1732341000.00,1314963000.00,1255310000.00,1266992000.00,1091154000.00,2377133000.00,2419594000.00
土地使用权(元),7180304000.00,7014268000.00,7050809000.00,6829793000.00,2470497000.00,2473900000.00,2447511000.00,2194913000.00,2206874000.00,2039942000.00,1928192000.00,1907745000.00,1803761000.00,1346253000.00
无形资产(元),5986162000.00,6288540000.00,6692717000.00,6993845000.00,7437837000.00,8007623000.00,8454297000.00,8912322000.00,9367912000.00,4917881000.00,5263983000.00,5787235000.00,6151768000.00,6518650000.00
商誉(元),6823776000.00,6650570000.00,6650570000.00,6533920000.00,6533920000.00,6541668000.00,6541668000.00,6541668000.00,6541668000.00,29050000.00,29050000.00,2622470000.00,2622470000.00,2622470000.00
预付款项及其他长期应收款非流动(元),1896200000.00,1896200000.00,1896200000.00,1896200000.00,1896200000.00,-,-,-,-,-,-,-,-,-
递延所得税资产非流动(元),132402000.00,137368000.00,158250000.00,-,-,-,-,-,-,-,-,-,-,-
长期投资(元),38717477000.00,30934670000.00,28579132000.00,19416485000.00,17871868000.00,22453882000.00,23293077000.00,22408500000.00,12685766000.00,9537565000.00,9870080000.00,12482340000.00,11906973000.00,8070871000.00
非流动资产其他项目(元),5223664000.00,2279474000.00,2227942000.00,2281343000.00,2739002000.00,3991492000.00,3315715000.00,2122962000.00,4729223000.00,2296854000.00,2106673000.00,1525673000.00,769901000.00,650693000.00
非流动资产合计(元),86850023000.00,72318566000.00,69026314000.00,56781022000.00,49728514000.00,52975696000.00,53441420000.00,50988258000.00,44062250000.00,26819262000.00,26698076000.00,30842406000.00,28816138000.00,24135617000.00
总资产(元),218639653000.00,185314261000.00,184054966000.00,180429561000.00,180671004000.00,170738384000.00,160373518000.00,144209977000.00,136238909000.00,98486985000.00,85166169000.00,83072960000.00,81244123000.00,70535828000.00
流动负债：,,,,,,,,,,,,,,
客户存款及垫款(元),11934138000.00,11468405000.00,13605298000.00,15255657000.00,14826076000.00,12364852000.00,11632766000.00,9981379000.00,9574180000.00,7862112000.00,7173885000.00,7164646000.00,6985887000.00,5286404000.00
短期债务及长期负债本期部分(元),-,-,200000000.00,1000000000.00,1493718000.00,12380081000.00,8333317000.00,5916778000.00,5984474000.00,5226500000.00,3040209000.00,2784471000.00,1330973000.00,-
应付账款及票据(元),87499004000.00,62217990000.00,74337708000.00,67596442000.00,67477573000.00,43747397000.00,43988087000.00,41475284000.00,38912974000.00,30837464000.00,29819341000.00,25261629000.00,25525156000.00,19074818000.00
应付关联方款项流动(元),193448000.00,78700000.00,54342000.00,30008000.00,151011000.00,147875000.00,167655000.00,132447000.00,522393000.00,101863000.00,104726000.00,108921000.00,356450000.00,340252000.00
应付税项流动(元),283739000.00,360474000.00,658220000.00,449397000.00,1224081000.00,509657000.00,575848000.00,355041000.00,98979000.00,103542000.00,103211000.00,567723000.00,799564000.00,45114000.00
其他应付款及应计费用(元),19698400000.00,17380499000.00,15117840000.00,13236738000.00,12296829000.00,32561051000.00,29431484000.00,20848167000.00,12435879000.00,7969150000.00,7178065000.00,5803752000.00,5696854000.00,5488740000.00
递延收入流动(元),1905517000.00,1848329000.00,1592332000.00,1429200000.00,1373388000.00,1394750000.00,1221865000.00,1279136000.00,1173314000.00,1055858000.00,1028350000.00,1005850000.00,882070000.00,768285000.00
递延所得税负债流动(元),-,-,-,-,-,-,-,914378000.00,938185000.00,921000.00,1228000.00,31327000.00,35416000.00,40113000.00
流动负债其他项目(元),11858267000.00,13514256000.00,12684881000.00,11302787000.00,10687379000.00,7863853000.00,9389213000.00,7793675000.00,4769880000.00,2247219000.00,579843000.00,-,-,-
流动负债合计(元),133372513000.00,106868653000.00,118250621000.00,110300229000.00,109530055000.00,110969516000.00,104740235000.00,88696285000.00,74410258000.00,55404629000.00,49028858000.00,42728319000.00,41612370000.00,31043726000.00
非流动负债：,,,,,,,,,,,,,,
应付账款及票据非流动(元),6535424000.00,6207721000.00,6447357000.00,6545342000.00,6677568000.00,6797264000.00,6831012000.00,6572524000.00,6523473000.00,-,-,-,-,-
其他长期应付款(元),2977470000.00,-,-,-,-,-,-,-,-,-,-,-,-,-
递延收入非流动(元),869828000.00,1094055000.00,1273545000.00,1478449000.00,1687375000.00,1931652000.00,2156835000.00,2518551000.00,2727043000.00,2487530000.00,2705164000.00,2878842000.00,2919475000.00,2455938000.00
递延所得税负债非流动(元),884974000.00,874274000.00,882248000.00,860757000.00,876290000.00,891823000.00,907356000.00,-,-,-,-,-,-,-
非流动负债其他项目(元),606666000.00,1325118000.00,4812492000.00,9419256000.00,11245282000.00,7077981000.00,4518297000.00,4107014000.00,6469856000.00,3991781000.00,2753699000.00,704000000.00,-,-
非流动负债合计(元),11874362000.00,9501168000.00,13415642000.00,18303804000.00,20486515000.00,16698720000.00,14413500000.00,13198089000.00,15720372000.00,6479311000.00,5458863000.00,3582842000.00,2919475000.00,2455938000.00
总负债(元),145246875000.00,116369821000.00,131666263000.00,128604033000.00,130016570000.00,127668236000.00,119153735000.00,101894374000.00,90130630000.00,61883940000.00,54487721000.00,46311161000.00,44531845000.00,33499664000.00
股东权益：,,,,,,,,,,,,,,
普通股(元),-,-,-,-,-,377000.00,377000.00,377000.00,377000.00,358000.00,358000.00,358000.00,358000.00,358000.00
库存股(元),-,-,-,-,-,-5100198000.00,-5181880000.00,-4367347000.00,-338864000.00,-3000.00,-3000.00,-3000.00,-3000.00,-3000.00
股本溢价(元),-,-,-,-,-,60428627000.00,59258417000.00,58663556000.00,58192223000.00,48838972000.00,48393126000.00,47901650000.00,47592598000.00,47320804000.00
留存收益(元),-,-,-,-,-,-21482144000.00,-21860345000.00,-20466393000.00,-19678613000.00,-19600702000.00,-18690910000.00,-11023972000.00,-10492975000.00,-9982553000.00
其他储备(元),-,-,-,-,-,132938000.00,132938000.00,55560000.00,55560000.00,55560000.00,55560000.00,15204000.00,15009000.00,15009000.00
累计其他全面收益(元),-,-,-,-,-,1635780000.00,1543393000.00,1378390000.00,939785000.00,509342000.00,782484000.00,-127358000.00,-402709000.00,-317451000.00
归属于母公司股东权益(元),58257287000.00,54199693000.00,52040814000.00,51496514000.00,50354660000.00,35615380000.00,33892900000.00,35264143000.00,39170468000.00,29803527000.00,30540615000.00,36765879000.00,36712278000.00,37036164000.00
少数股东权益(元),15135491000.00,14744747000.00,347889000.00,329014000.00,299774000.00,7454768000.00,7326883000.00,7051460000.00,6937811000.00,6799518000.00,137833000.00,-4080000.00,-,-
股东权益合计(元),73392778000.00,68944440000.00,52388703000.00,51825528000.00,50654434000.00,43070148000.00,41219783000.00,42315603000.00,46108279000.00,36603045000.00,30678448000.00,36761799000.00,36712278000.00,37036164000.00
负债及股东权益合计(元),218639653000.00,185314261000.00,184054966000.00,180429561000.00,180671004000.00,170738384000.00,160373518000.00,144209977000.00,136238909000.00,98486985000.00,85166169000.00,83072960000.00,81244123000.00,70535828000.00
公告日期,2018-08-16,2018-05-08,2018-03-02,2017-11-13,2017-08-14,2017-05-08,2017-05-01,2016-11-15,2016-08-10,2016-05-09,2016-04-18,2015-11-16,2015-08-07,2015-05-08
会计准则,美国会计准则,美国会计准则,,,,,,,,,,,,
审计意见,,,,,,,,,,,,,,
核数师,,,,,,,,,,,,,,

xianjinliuliang
,2018年中报,2018年一季报,2017年年报,2017年中报,2017年一季报,2016年年报,2016年三季报,2016年中报,2016年一季报,2015年年报,2015年三季报,2015年中报,2015年一季报

